"baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl_id","ensembl_id_clean","hgnc_symbol","label","regulation"
2185.18956247457,-0.267444595748205,0.0671103744673986,5.90943651253106e-05,9.49803490291602e-05,"ENSG00000186812.13","ENSG00000186812","ZNF397","ZNF397","NS"
1178.02539020093,-0.416981338270167,0.0694707941289742,1.65533532591483e-09,3.55872187388434e-09,"ENSG00000186814.14","ENSG00000186814","ZSCAN30","ZSCAN30","NS"
3636.7755812374,-1.03081537185735,0.0677690461230998,1.10246528689707e-52,1.47617306248307e-51,"ENSG00000186815.13","ENSG00000186815","TPCN1","TPCN1","Down"
1334.52364056321,1.47652171153455,0.150549533111255,3.77323673883708e-23,1.59388081999328e-22,"ENSG00000186818.12","ENSG00000186818","LILRB4","LILRB4","Up"
232.730013773505,1.95319893365161,0.147048204087859,5.20299760724712e-41,4.5328410646494e-40,"ENSG00000186827.11","ENSG00000186827","TNFRSF4","TNFRSF4","Up"
9.31347585712364,-0.231225510570331,0.237864664863713,0.312750910426466,0.348046121654536,"ENSG00000186831.11","ENSG00000186831","KRT17P2","KRT17P2","NS"
8667.26802211731,3.99841653661767,0.263282948839276,3.28549165706054e-53,4.48070223797549e-52,"ENSG00000186832.9","ENSG00000186832","KRT16","KRT16","Up"
2552.0067046358,-0.408523282131821,0.0691583613379714,2.71810437075905e-09,5.78007678702212e-09,"ENSG00000186834.4","ENSG00000186834","HEXIM1","HEXIM1","NS"
29889.5284446325,-0.251459614104426,0.281329975831589,0.00516932141605729,0.00707128001096055,"ENSG00000186847.6","ENSG00000186847","KRT14","KRT14","NS"
220.284896499184,0.141952064709856,0.166354022654933,0.385315824294382,0.421725669443324,"ENSG00000186854.11","ENSG00000186854","TRABD2A","TRABD2A","NS"
97.6649451389216,0.873516090091572,0.141236431698813,3.57698983287098e-10,7.9979293059563e-10,"ENSG00000186862.20","ENSG00000186862","PDZD7","PDZD7","NS"
1454.28440827091,0.432873237038992,0.0675089385285951,1.60705211224617e-10,3.67272193774438e-10,"ENSG00000186866.17","ENSG00000186866","POFUT2","POFUT2","NS"
