baseMean,log2FoldChange,lfcSE,pvalue,padj,gene,regulation,log2FC_plot,negLog10Padj,gene_biotype
1417.7,-0.617215559,0.079796837,7.08E-15,1.94E-14,FAN1,NS,-0.617215559,13.71108225,protein_coding
822.2971825,3.059350962,0.115567403,2.06E-155,2.78E-153,FANCA,Up,3.059350962,152.5566748,protein_coding
143.2650333,2.049790841,0.096694372,1.79E-100,8.81E-99,FANCB,Up,2.049790841,98.05515911,protein_coding
1094.9612,1.066928562,0.067931709,1.26E-55,1.72E-54,FANCC,Up,1.066928562,53.76484154,protein_coding
1037.087207,1.899451189,0.093963209,2.26E-91,8.89E-90,FANCD2,Up,1.899451189,89.05106652,protein_coding
675.1031705,0.83316234,0.091549148,5.51E-20,1.93E-19,FANCE,NS,0.83316234,18.71504393,protein_coding
1087.661427,0.813739885,0.080217459,2.22E-24,9.32E-24,FANCF,NS,0.813739885,23.03038573,protein_coding
35.33445596,1.284437108,0.095815237,2.02E-41,1.65E-40,FANCG,Up,1.284437108,39.78372849,protein_coding
2037.288752,2.412382919,0.093450149,2.38E-147,2.82E-145,FANCI,Up,2.412382919,144.5498653,protein_coding
971.2756518,0.640340455,0.069827523,3.15E-20,1.11E-19,FANCL,NS,0.640340455,18.95390373,protein_coding
542.1292062,-0.260307604,0.075787183,0.000550664,0.000807015,FANCM,NS,-0.260307604,3.093118652,protein_coding
244.6354944,-0.138194883,0.135833691,0.302931668,0.335777549,FANK1,NS,-0.138194883,0.473948346,protein_coding
1176.480195,1.068657496,0.136551947,2.63E-15,7.38E-15,FAP,Up,1.068657496,14.13192284,protein_coding
3706.95539,-0.242606907,0.073813423,0.000914376,0.001317294,FAR1,NS,-0.242606907,2.880317225,protein_coding
972.6378374,0.829058582,0.150048586,2.07E-08,4.05E-08,FAR2,NS,0.829058582,7.392528878,protein_coding
6282.175771,0.895753257,0.108644234,8.03E-17,2.43E-16,FARP1,NS,0.895753257,15.61366983,protein_coding
2023.357919,0.226031889,0.060383737,0.000180232,0.000274203,FARP2,NS,0.226031889,3.561928064,protein_coding
972.8956653,0.169638469,0.059870736,0.00410901,0.00560698,FARS2,NS,0.169638469,2.251270975,protein_coding
3289.010594,1.091733567,0.066665439,1.38E-59,2.14E-58,FARSA,Up,1.091733567,57.66897689,protein_coding
3615.8151,0.753369755,0.059404349,1.01E-36,6.85E-36,FARSB,NS,0.753369755,35.16449401,protein_coding
1122.432682,-0.090140889,0.097369046,0.327569494,0.360997423,FAS,NS,-0.090140889,0.442495898,protein_coding
80.35142059,1.537688289,0.181569008,7.24E-18,2.31E-17,FASLG,Up,1.537688289,16.63726377,protein_coding
49144.28788,-1.124833849,0.170607865,8.96E-12,2.11E-11,FASN,Down,-1.124833849,10.67598662,protein_coding
3393.753398,0.894693025,0.098118237,7.42E-20,2.58E-19,FASTK,NS,0.894693025,18.58813363,protein_coding
1043.969542,0.557774976,0.069008781,3.24E-16,9.49E-16,FASTKD1,NS,0.557774976,15.02274614,protein_coding
2854.001773,-0.066172203,0.054526976,0.224626161,0.254026281,FASTKD2,NS,-0.066172203,0.59512135,protein_coding
510.5431282,0.478745091,0.0607304,2.76E-15,7.74E-15,FASTKD3,NS,0.478745091,14.11098926,protein_coding
1171.946743,0.247300224,0.06342243,0.000100025,0.000155186,FASTKD5,NS,0.247300224,3.809147756,protein_coding
19817.2729,0.268702923,0.127888949,0.042103941,0.052050205,FAT1,NS,0.268702923,1.283577552,protein_coding
2275.813197,-1.132438762,0.19555319,2.81E-09,5.78E-09,FAT2,Down,-1.132438762,8.237942796,protein_coding
137.2453353,2.439848789,0.208859591,1.10E-07,2.06E-07,FAT3,Up,2.439848789,6.685596778,protein_coding
1451.476733,-0.915479857,0.140478646,3.08E-48,3.22E-47,FAT4,NS,-0.915479857,46.49216482,protein_coding
10.50358222,3.251982266,0.208293349,2.66E-06,4.58E-06,FATE1,Up,3.251982266,5.339421757,protein_coding
11628.23028,0.411981819,0.098046204,2.43E-05,3.93E-05,FAU,NS,0.411981819,4.405144514,protein_coding
699.0432524,1.033307933,0.14345268,3.26E-13,8.24E-13,FAXC,Up,1.033307933,12.08384264,protein_coding
3229.231247,-2.825143982,0.117920739,7.66E-128,7.01E-126,FAXDC2,Down,-2.825143982,125.1543547,protein_coding
287.3976158,0.785473608,0.090275811,2.12E-18,6.91E-18,FBF1,NS,0.785473608,17.16081783,protein_coding
4308.641335,0.434357489,0.063872982,2.21E-11,5.11E-11,FBH1,NS,0.434357489,10.29195893,protein_coding
10588.26966,0.867150603,0.105763741,2.15E-16,6.38E-16,FBL,NS,0.867150603,15.19543516,protein_coding
4914.870117,1.04988115,0.095136277,8.85E-29,4.43E-28,FBLIM1,Up,1.04988115,27.35348466,protein_coding
61.29941912,0.586386378,0.224783796,0.007005484,0.009357531,FBLL1,NS,0.586386378,2.028838746,protein_coding
20061.52961,-1.065721951,0.143432998,3.13E-14,8.35E-14,FBLN1,Down,-1.065721951,13.078303,protein_coding
16580.09447,-0.990137459,0.171216605,2.21E-09,4.57E-09,FBLN2,NS,-0.990137459,8.340159676,protein_coding
7849.359542,-0.997797571,0.153192573,2.40E-11,5.52E-11,FBLN5,NS,-0.997797571,10.25788889,protein_coding
802.8503343,-0.730283091,0.128425398,8.80E-09,1.76E-08,FBLN7,NS,-0.730283091,7.755287804,protein_coding
22040.96721,-1.407018044,0.175094216,2.14E-16,6.33E-16,FBN1,Down,-1.407018044,15.1986566,protein_coding
1010.17406,5.020325238,0.230204048,2.35E-79,6.73E-78,FBN2,Up,5.020325238,77.17192705,protein_coding
481.0427152,3.754713515,0.239704842,2.22E-56,3.11E-55,FBN3,Up,3.754713515,54.50769161,protein_coding
937.6172779,-0.906738675,0.162305847,1.04E-08,2.06E-08,FBP1,NS,-0.906738675,7.685899321,protein_coding
4605.902885,0.513247106,0.060704605,2.46E-17,7.63E-17,FBRS,NS,0.513247106,16.11768119,protein_coding
2919.793621,0.818315504,0.073197245,9.29E-29,4.64E-28,FBRSL1,NS,0.818315504,27.33373688,protein_coding
1055.059414,0.001318304,0.051124651,0.984464129,0.986164821,FBXL12,NS,0.001318304,0.006050494,protein_coding
126.2627352,1.686392796,0.197064629,2.80E-18,9.08E-18,FBXL13,Up,1.686392796,17.04194405,protein_coding
798.1867716,0.559760719,0.086279478,6.68E-11,1.50E-10,FBXL14,NS,0.559760719,9.822967791,protein_coding
430.4938396,0.601893073,0.125837772,1.53E-06,2.68E-06,FBXL15,NS,0.601893073,5.572059619,protein_coding
647.6466988,0.730649619,0.199108593,0.000163293,0.00024934,FBXL16,NS,0.730649619,3.603207298,protein_coding
1899.382393,-1.28764798,0.074728079,4.48E-67,8.89E-66,FBXL17,Down,-1.28764798,65.05127367,protein_coding
619.3590104,0.486239624,0.082702252,3.55E-09,7.25E-09,FBXL18,NS,0.486239624,8.139523717,protein_coding
1370.943823,1.513739427,0.089089451,2.98E-65,5.56E-64,FBXL19,Up,1.513739427,63.25499611,protein_coding
591.9208433,-0.010646157,0.079699668,0.911253854,0.920647769,FBXL2,NS,-0.010646157,0.035906495,protein_coding
1919.212799,-0.715558936,0.060850519,4.45E-32,2.53E-31,FBXL20,NS,-0.715558936,30.59757924,protein_coding
111.02404,-0.556530385,0.127065191,9.60E-06,1.60E-05,FBXL22,NS,-0.556530385,4.796159738,protein_coding
3452.616579,-0.987838757,0.073354731,1.16E-41,9.58E-41,FBXL3,NS,-0.987838757,40.01852381,protein_coding
1964.108529,-0.097382745,0.067085724,0.140942108,0.163717461,FBXL4,NS,-0.097382745,0.785904998,protein_coding
7600.583548,-1.329124374,0.070986323,1.36E-78,3.81E-77,FBXL5,Down,-1.329124374,76.41888177,protein_coding
881.6585813,2.08953897,0.09913374,1.99E-99,9.57E-98,FBXL6,Up,2.08953897,97.01892522,protein_coding
1362.345131,-0.951309064,0.135343258,8.02E-13,1.99E-12,FBXL7,NS,-0.951309064,11.70135645,protein_coding
152.0540199,-0.037291213,0.083906565,0.656352989,0.68503418,FBXL8,NS,-0.037291213,0.164287758,protein_coding
363.1878965,0.614114175,0.081572543,3.96E-14,1.05E-13,FBXO10,NS,0.614114175,12.97911709,protein_coding
2316.409267,-0.095766348,0.072818366,0.171122316,0.196933588,FBXO11,NS,-0.095766348,0.705680206,protein_coding
60.74746951,-0.795242756,0.137711722,4.95E-09,1.00E-08,FBXO15,NS,-0.795242756,7.998792885,protein_coding
114.24465,0.566264662,0.13800515,3.27E-05,5.26E-05,FBXO16,NS,0.566264662,4.27914404,protein_coding
803.4251363,0.178903809,0.142079296,0.215093043,0.244104994,FBXO17,NS,0.178903809,0.612423335,protein_coding
1137.520283,-0.092322315,0.2120352,0.638655056,0.668199895,FBXO2,NS,-0.092322315,0.175093597,protein_coding
3468.992507,-0.117196323,0.062624621,0.055432898,0.067674236,FBXO21,NS,-0.117196323,1.169576642,protein_coding
1828.99223,0.681246501,0.060136206,8.91E-30,4.64E-29,FBXO22,NS,0.681246501,28.33388225,protein_coding
18.49112794,0.495262474,0.120933466,3.39E-05,5.44E-05,FBXO24,NS,0.495262474,4.264779053,protein_coding
2250.870809,-0.570752926,0.079122341,4.24E-13,1.07E-12,FBXO25,NS,-0.570752926,11.97185114,protein_coding
759.9856733,0.12980836,0.16773043,0.441501354,0.476173638,FBXO27,NS,0.12980836,0.322234651,protein_coding
3773.888745,0.347907166,0.065208237,1.25E-07,2.35E-07,FBXO28,NS,0.347907166,6.629426462,protein_coding
2942.812443,-0.271108131,0.064910189,2.44E-05,3.96E-05,FBXO3,NS,-0.271108131,4.402572594,protein_coding
1583.910687,0.026941016,0.068095753,0.698730222,0.725490843,FBXO30,NS,0.026941016,0.139368065,protein_coding
2392.770921,-0.721204478,0.063335154,2.44E-30,1.29E-29,FBXO31,NS,-0.721204478,28.88777864,protein_coding
15998.41695,-0.15289529,0.148592247,0.255739468,0.286880617,FBXO32,NS,-0.15289529,0.542298794,protein_coding
1025.254331,-0.402440255,0.057062714,1.85E-12,4.49E-12,FBXO33,NS,-0.402440255,11.34731214,protein_coding
2047.595907,-0.137747499,0.056861722,0.022200118,0.028223353,FBXO34,NS,-0.137747499,1.549391392,protein_coding
340.3400341,-0.925091106,0.090042893,5.14E-25,2.22E-24,FBXO36,NS,-0.925091106,23.65438712,protein_coding
2114.516516,-0.574121135,0.050360269,1.84E-30,9.83E-30,FBXO38,NS,-0.574121135,29.00736443,protein_coding
26.16074949,1.005484647,0.174067235,0.015590663,0.020112167,FBXO39,Up,1.005484647,1.696541138,protein_coding
635.2777762,-0.330210479,0.060077856,3.63E-08,7.00E-08,FBXO4,NS,-0.330210479,7.155090105,protein_coding
856.739045,1.319947481,0.110146492,1.89E-33,1.14E-32,FBXO41,Up,1.319947481,31.94486705,protein_coding
2056.439079,-0.110583952,0.042060043,0.008426639,0.011175736,FBXO42,NS,-0.110583952,1.951723849,protein_coding
58.69927999,2.901758708,0.137465695,8.27E-100,4.00E-98,FBXO43,Up,2.901758708,97.39749313,protein_coding
1074.188479,0.128784639,0.09392017,0.168552979,0.194169385,FBXO44,NS,0.128784639,0.711819244,protein_coding
2025.74343,1.326217574,0.074996535,5.68E-70,1.24E-68,FBXO45,Up,1.326217574,67.90762207,protein_coding
1511.647914,0.961510797,0.075839134,4.61E-37,3.18E-36,FBXO46,NS,0.961510797,35.49788401,protein_coding
322.6880685,-0.269516204,0.067905297,7.83E-05,0.000122538,FBXO48,NS,-0.269516204,3.911728801,protein_coding
794.2395047,1.808277157,0.093191472,1.34E-84,4.36E-83,FBXO5,Up,1.808277157,82.36007153,protein_coding
886.9891201,1.198521743,0.098332217,2.50E-34,1.54E-33,FBXO6,Up,1.198521743,32.81232082,protein_coding
6329.44087,-0.051377277,0.04923128,0.305511401,0.338367492,FBXO7,NS,-0.051377277,0.470611367,protein_coding
1228.043565,-0.759789231,0.058010919,3.88E-39,2.92E-38,FBXO8,NS,-0.759789231,37.53519437,protein_coding
3422.847889,-0.194553173,0.052031,0.000275692,0.000413231,FBXO9,NS,-0.194553173,3.383806961,protein_coding
14.51049851,1.696795337,0.222910022,6.76E-15,1.86E-14,FBXW10,Up,1.696795337,13.7307338,protein_coding
24.32304435,0.76276925,0.154326434,5.00E-07,9.03E-07,FBXW10B,NS,0.76276925,6.044164568,protein_coding
3583.198629,-0.38608262,0.059173688,8.57E-11,1.91E-10,FBXW11,NS,-0.38608262,9.717988211,protein_coding
11.44361028,0.460749549,0.171825648,0.006257967,0.008400968,FBXW12,NS,0.460749549,2.075670667,protein_coding
5047.30597,-0.271503512,0.061187413,7.70E-06,1.29E-05,FBXW2,NS,-0.271503512,4.889461343,protein_coding
3467.356113,-0.45982242,0.069421946,3.18E-11,7.27E-11,FBXW4,NS,-0.45982242,10.13832269,protein_coding
4760.424271,0.318219468,0.09572013,0.001024807,0.001470702,FBXW5,NS,0.318219468,2.832475198,protein_coding
1941.85235,-0.442044836,0.081005531,4.20E-08,8.08E-08,FBXW7,NS,-0.442044836,7.092582413,protein_coding
1095.818195,-0.03648907,0.067295085,0.570326844,0.602508748,FBXW8,NS,-0.03648907,0.220036643,protein_coding
529.9063575,0.678937677,0.089934311,3.25E-14,8.66E-14,FBXW9,NS,0.678937677,13.06258307,protein_coding
22.36102092,4.28969352,0.321919504,2.25E-36,1.51E-35,FCAMR,Up,4.28969352,34.82235999,protein_coding
16.21935455,1.070284145,0.193596022,1.47E-08,2.90E-08,FCAR,Up,1.070284145,7.537349429,protein_coding
259.6637063,-1.376607794,0.198800675,1.37E-12,3.36E-12,FCER1A,Down,-1.376607794,11.47330223,protein_coding
2196.588837,0.914859915,0.128870408,7.49E-13,1.86E-12,FCER1G,NS,0.914859915,11.72985883,protein_coding
114.006,0.282273718,0.277273996,0.374436416,0.408848215,FCER2,NS,0.282273718,0.388437894,protein_coding
2732.344808,0.059157027,0.049282525,0.227799568,0.257419801,FCF1,NS,0.059157027,0.589358049,protein_coding
3076.23221,0.251070128,0.212181582,0.225548446,0.255055461,FCGBP,NS,0.251070128,0.593365374,protein_coding
227.645012,2.038255368,0.152337979,1.22E-41,1.00E-40,FCGR1A,Up,2.038255368,39.99877444,protein_coding
1901.711316,0.863446071,0.131390197,3.56E-11,8.12E-11,FCGR2A,NS,0.863446071,10.09056362,protein_coding
694.5141817,-0.161790521,0.153976993,0.274190227,0.306097705,FCGR2B,NS,-0.161790521,0.514139927,protein_coding
219.8155226,0.499131609,0.160505266,0.716052737,0.741374907,FCGR2C,NS,0.499131609,0.129962117,protein_coding
3687.156777,1.450066893,0.138090786,2.52E-26,1.14E-25,FCGR3A,Up,1.450066893,24.94169315,protein_coding
81.29227345,-0.062857085,0.25011141,0.344621968,0.378411635,FCGR3B,NS,-0.062857085,0.422035519,protein_coding
7960.384608,-0.87861449,0.109465452,2.61E-16,7.71E-16,FCGRT,NS,-0.87861449,15.11288517,protein_coding
381.2634304,1.327643572,0.139245032,4.97E-22,1.90E-21,FCHO1,Up,1.327643572,20.72195775,protein_coding
2268.250017,-0.913329781,0.074157614,5.17E-35,3.27E-34,FCHO2,NS,-0.913329781,33.48524377,protein_coding
680.1664867,-0.239532088,0.09468496,0.010549165,0.013858642,FCHSD1,NS,-0.239532088,1.858279319,protein_coding
2175.694119,-0.052275631,0.06360297,0.428650638,0.463223175,FCHSD2,NS,-0.052275631,0.334209721,protein_coding
642.7850388,0.962198358,0.159049636,9.24E-10,1.95E-09,FCMR,NS,0.962198358,8.709928154,protein_coding
360.3164511,0.239162623,0.180181035,0.17485082,0.200892226,FCN1,NS,0.239162623,0.697036869,protein_coding
74.21834218,-2.117862728,0.330301747,2.19E-11,5.05E-11,FCN2,Down,-2.117862728,10.29664473,protein_coding
124.98161,-0.195669987,0.136752054,0.147164044,0.170574648,FCN3,NS,-0.195669987,0.768085516,protein_coding
63.25879895,2.050824222,0.289825268,4.38E-26,1.97E-25,FCRL1,Up,2.050824222,24.7058674,protein_coding
66.63787873,1.721709304,0.253379363,2.44E-12,5.90E-12,FCRL2,Up,1.721709304,11.22880004,protein_coding
150.3990263,2.267045587,0.230726453,1.30E-23,5.29E-23,FCRL3,Up,2.267045587,22.27694807,protein_coding
381.7684298,1.685013005,0.242612365,8.65E-13,2.14E-12,FCRL5,Up,1.685013005,11.66927144,protein_coding
83.61178277,0.23078363,0.128056085,0.07038926,0.084841838,FCRL6,NS,0.23078363,1.071389931,protein_coding
132.4657017,2.0148153,0.246702204,5.49E-17,1.68E-16,FCRLA,Up,2.0148153,15.77587398,protein_coding
71.60772757,0.821113888,0.135287623,8.24E-10,1.74E-09,FCRLB,NS,0.821113888,8.758374811,protein_coding
1205.560388,0.243964274,0.073805781,0.000945111,0.001359603,FCSK,NS,0.243964274,2.866587887,protein_coding
9684.411813,3.271146714,0.351435014,1.07E-21,4.04E-21,FDCSP,Up,3.271146714,20.3932747,protein_coding
8513.412564,-0.115256105,0.098208528,0.204673658,0.232964155,FDFT1,NS,-0.115256105,0.632710896,protein_coding
2242.878947,1.081147973,0.076702857,1.15E-45,1.10E-44,FDPS,Up,1.081147973,43.96008207,protein_coding
1217.05402,0.048489643,0.071875096,0.505748887,0.539198571,FDX1,NS,0.048489643,0.268251267,protein_coding
116.7865226,0.014794743,0.066576544,0.824059166,0.84118509,FDXACB1,NS,0.014794743,0.075108434,protein_coding
640.2858308,0.878808294,0.120358191,1.61E-13,4.14E-13,FDXR,NS,0.878808294,12.38291307,protein_coding
1907.619352,-0.091668719,0.071968555,0.185372853,0.212268695,FECH,NS,-0.091668719,0.673114051,protein_coding
115.7368799,-0.366260152,0.091149823,0.533461559,0.566199412,FEM1A,NS,-0.366260152,0.247030586,protein_coding
6382.681731,-0.447563905,0.063508548,1.59E-12,3.89E-12,FEM1B,NS,-0.447563905,11.40969178,protein_coding
2303.883031,-0.618593758,0.069261318,2.67E-19,9.08E-19,FEM1C,NS,-0.618593758,18.04200609,protein_coding
2269.405155,2.287780549,0.079374594,5.87E-183,1.25E-180,FEN1,Up,2.287780549,179.9031246,protein_coding
1598.424107,-1.065580634,0.083768359,1.61E-37,1.13E-36,FER,Down,-1.065580634,35.94813803,protein_coding
63.56921757,-2.316135546,0.190004889,4.61E-35,2.93E-34,FER1L5,Down,-2.316135546,33.53313952,protein_coding
8.145867091,0.955783459,0.232587115,2.11E-05,3.43E-05,FER1L6,NS,0.955783459,4.464615662,protein_coding
862.809153,1.416587345,0.184107271,4.94E-15,1.37E-14,FERMT1,Up,1.416587345,13.86340186,protein_coding
7015.152925,-1.776592667,0.122968416,1.19E-48,1.27E-47,FERMT2,Down,-1.776592667,46.89760656,protein_coding
1415.392077,1.162870644,0.136048228,6.58E-18,2.10E-17,FERMT3,Up,1.162870644,16.67865266,protein_coding
1400.234808,0.603025983,0.064574899,6.71E-21,2.44E-20,FERRY3,NS,0.603025983,19.61209041,protein_coding
1216.9867,-0.079179456,0.112875112,0.456440221,0.491082549,FES,NS,-0.079179456,0.308845499,protein_coding
579.2197014,-1.121829392,0.145173232,4.82E-15,1.34E-14,FEZ1,Down,-1.121829392,13.87444111,protein_coding
3568.427142,-0.886587557,0.085408447,4.67E-26,2.09E-25,FEZ2,NS,-0.886587557,24.67908964,protein_coding
81.11949412,-0.381848672,0.205468882,5.75E-05,9.09E-05,FFAR2,NS,-0.381848672,4.041651919,protein_coding
8.155541285,-1.800236113,0.242876469,2.09E-14,5.62E-14,FFAR3,Down,-1.800236113,13.25023773,protein_coding
209.3811672,-2.159931379,0.163408936,1.13E-40,9.00E-40,FFAR4,Down,-2.159931379,39.04561059,protein_coding
71.74229772,-2.280181302,0.432118884,5.32E-14,1.40E-13,FGB,Down,-2.280181302,12.85350511,protein_coding
748.4342395,1.633925217,0.109517294,6.95E-51,7.98E-50,FGD1,Up,1.633925217,49.09777233,protein_coding
524.5553844,0.41898125,0.134851597,0.001655765,0.002334465,FGD2,NS,0.41898125,2.631812609,protein_coding
917.0829967,0.133638557,0.124037886,0.293136455,0.325767861,FGD3,NS,0.133638557,0.487091764,protein_coding
1684.154542,-0.860368656,0.101549227,9.96E-18,3.14E-17,FGD4,NS,-0.860368656,16.50247583,protein_coding
2389.657534,-1.268566371,0.121433314,4.53E-26,2.03E-25,FGD5,Down,-1.268566371,24.69182041,protein_coding
1407.274494,0.225322585,0.085598167,0.010610387,0.013933809,FGD6,NS,0.225322585,1.855930132,protein_coding
1991.007578,-2.340147185,0.132074354,4.79E-71,1.07E-69,FGF1,Down,-2.340147185,68.97081407,protein_coding
1056.888433,-3.464675509,0.214140433,6.97E-60,1.10E-58,FGF10,Down,-3.464675509,57.95983273,protein_coding
11.45285134,0.427168443,0.162132602,0.007374262,0.009833134,FGF11,NS,0.427168443,2.007308025,protein_coding
220.3090528,0.07297594,0.159108049,0.636755475,0.666412842,FGF12,NS,0.07297594,0.176256643,protein_coding
1149.329005,0.30295543,0.152763732,0.045360149,0.055885818,FGF13,NS,0.30295543,1.252698386,protein_coding
111.0394613,-1.025053973,0.154350515,8.54E-22,3.23E-21,FGF14,Down,-1.025053973,20.49060425,protein_coding
32.26751288,-2.769762259,0.254396218,1.34E-28,6.63E-28,FGF16,Down,-2.769762259,27.17828428,protein_coding
12.28758188,-0.701445212,0.178629884,6.04E-05,9.53E-05,FGF17,NS,-0.701445212,4.021073921,protein_coding
62.38312624,-0.672868267,0.183562801,0.000173124,0.000263812,FGF18,NS,-0.672868267,3.578705451,protein_coding
9.142050244,0.930212397,0.280267548,0.021042079,0.026813173,FGF19,NS,0.930212397,1.571651795,protein_coding
2012.145378,-2.334077583,0.168820579,2.52E-44,2.30E-43,FGF2,Down,-2.334077583,42.6390132,protein_coding
5.606425857,-1.771246488,0.224500974,5.49E-16,1.59E-15,FGF20,Down,-1.771246488,14.79838219,protein_coding
7.650412721,0.198584255,0.170838103,0.200117507,0.228101614,FGF22,NS,0.198584255,0.641871641,protein_coding
7.74296938,4.885301682,0.299059817,1.19E-34,7.41E-34,FGF5,Up,4.885301682,33.12995399,protein_coding
1251.33494,-1.423203201,0.152081472,1.96E-21,7.29E-21,FGF7,Down,-1.423203201,20.13746279,protein_coding
83.22517075,0.652029712,0.223910419,0.00267148,0.003704473,FGF9,NS,0.652029712,2.431273572,protein_coding
303.7769676,1.06339223,0.265411423,0.694117454,0.721095942,FGFBP1,NS,1.06339223,0.142006949,protein_coding
392.8173439,-1.36474677,0.276991291,2.59E-07,4.77E-07,FGFBP2,Down,-1.36474677,6.321931409,protein_coding
112.2309753,0.171765178,0.111285513,0.119549014,0.140162071,FGFBP3,NS,0.171765178,0.853369495,protein_coding
10290.40612,-1.053112145,0.113743572,7.58E-21,2.75E-20,FGFR1,Down,-1.053112145,19.5608387,protein_coding
