baseMean,log2FoldChange,lfcSE,pvalue,padj,gene,regulation,log2FC_plot,negLog10Padj,gene_biotype
116.2138917,-5.752626818,0.168167987,0.539466581,0.572020363,TNNI1,NS,-5.752626818,0.242588511,protein_coding
167.4071022,-3.658052413,0.209688085,7.94E-07,1.41E-06,TNNI2,Down,-3.658052413,5.849640853,protein_coding
326.8369845,-3.103151342,0.26755569,1.08E-28,5.40E-28,TNNT1,Down,-3.103151342,27.26771357,protein_coding
38.4833291,0.70935872,0.21011245,0.000520159,0.000763863,TNNT2,NS,0.70935872,3.116984632,protein_coding
320.5771673,-3.591063891,0.241068265,4.25E-40,3.32E-39,TNNT3,Down,-3.591063891,38.47829462,protein_coding
7290.56562,-0.1256565,0.06509389,0.053911452,0.065909315,TNPO1,NS,-0.1256565,1.1810532,protein_coding
6014.652451,0.419970708,0.054352335,4.10E-15,1.14E-14,TNPO2,NS,0.419970708,13.94225215,protein_coding
4831.624537,0.595392509,0.052381266,1.19E-30,6.39E-30,TNPO3,NS,0.595392509,29.1947271,protein_coding
27.52651856,2.968369263,0.19461715,1.32E-19,4.55E-19,TNR,Up,2.968369263,18.34229957,protein_coding
7130.444188,0.273077664,0.075095777,0.000273588,0.000410283,TNRC18,NS,0.273077664,3.386915992,protein_coding
3868.171205,-0.458491936,0.063583947,3.73E-13,9.40E-13,TNRC6A,NS,-0.458491936,12.02692462,protein_coding
3082.770931,-0.158317006,0.074317167,0.031808318,0.039834342,TNRC6B,NS,-0.158317006,1.399742354,protein_coding
1906.14596,-0.484750122,0.095291447,2.47E-07,4.53E-07,TNRC6C,NS,-0.484750122,6.343619318,protein_coding
40371.66894,-3.459529077,0.140749473,1.34E-133,1.29E-131,TNS1,Down,-3.459529077,130.8892438,protein_coding
7995.58897,-2.366823559,0.111535759,8.07E-101,4.04E-99,TNS2,Down,-2.366823559,98.39374638,protein_coding
8802.567544,-0.150798567,0.099259635,0.110565218,0.130170262,TNS3,NS,-0.150798567,0.88548822,protein_coding
3874.231055,-1.383780995,0.24805355,6.18E-09,1.24E-08,TNS4,Down,-1.383780995,7.905296775,protein_coding
8384.19391,-4.876749986,0.181711382,1.64E-160,2.38E-158,TNXB,Down,-4.876749986,157.6243327,protein_coding
5831.79995,-0.699426611,0.108210025,5.44E-11,1.23E-10,TOB1,NS,-0.699426611,9.910315125,protein_coding
5447.058092,-0.464517087,0.070230762,2.61E-11,5.99E-11,TOB2,NS,-0.464517087,10.22251442,protein_coding
693.0412121,0.363016972,0.059473491,9.42E-10,1.99E-09,TOE1,NS,0.363016972,8.701829273,protein_coding
1397.705843,-0.90745916,0.078211134,2.09E-31,1.16E-30,TOGARAM1,NS,-0.90745916,29.93633504,protein_coding
37.82586063,0.811089181,0.156681997,1.40E-07,2.61E-07,TOGARAM2,NS,0.811089181,6.583932507,protein_coding
3310.06184,-0.156562312,0.071418557,0.019955647,0.025486335,TOLLIP,NS,-0.156562312,1.593692621,protein_coding
3625.802197,0.285051982,0.076301001,0.000189129,0.000287237,TOM1,NS,0.285051982,3.541760126,protein_coding
1387.291085,-0.021161264,0.101146292,0.806312386,0.825086817,TOM1L1,NS,-0.021161264,0.083500352,protein_coding
3987.780208,-1.05061269,0.07533294,1.33E-44,1.23E-43,TOM1L2,Down,-1.05061269,42.91049109,protein_coding
20410.8213,0.403528386,0.073932715,1.11E-07,2.09E-07,TOMM20,NS,0.403528386,6.680461115,protein_coding
10.54910986,-0.79658005,0.09351624,1.12E-17,3.54E-17,TOMM20L,NS,-0.79658005,16.45126287,protein_coding
4409.633929,0.766785548,0.062945338,3.76E-34,2.30E-33,TOMM22,NS,0.766785548,32.63781138,protein_coding
2855.763961,1.289609317,0.074386634,8.50E-68,1.73E-66,TOMM34,Up,1.289609317,65.76171218,protein_coding
3940.366479,1.907484742,0.09027987,1.97E-99,9.48E-98,TOMM40,Up,1.907484742,97.02315632,protein_coding
805.7101343,0.93400988,0.07737287,8.73E-34,5.29E-33,TOMM40L,NS,0.93400988,32.27622093,protein_coding
90.84130665,-0.038260403,0.094616014,0.687427992,0.714466484,TOMM5,NS,-0.038260403,0.14601814,protein_coding
8524.957803,-0.421452184,0.082835012,1.44E-07,2.69E-07,TOMM7,NS,-0.421452184,6.569933017,protein_coding
6847.103723,0.204048054,0.058682028,0.000494681,0.000727779,TOMM70,NS,0.204048054,3.138000403,protein_coding
1259.459209,2.685304042,0.104557573,1.83E-146,2.15E-144,TONSL,Up,2.685304042,143.6679165,protein_coding
6030.19109,0.57890428,0.050727313,1.03E-30,5.53E-30,TOP1,NS,0.57890428,29.25689551,protein_coding
2365.313657,1.373643547,0.109491611,2.15E-36,1.44E-35,TOP1MT,Up,1.373643547,34.84105847,protein_coding
7178.49703,3.91133922,0.156384443,2.11E-139,2.24E-137,TOP2A,Up,3.91133922,136.6506997,protein_coding
12499.7483,0.120917831,0.064321708,0.079258187,0.094852643,TOP2B,NS,0.120917831,1.022950564,protein_coding
2107.300402,0.635192526,0.066157808,7.92E-22,3.00E-21,TOP3A,NS,0.635192526,20.52255251,protein_coding
6.134947238,0.278703414,0.170525788,0.095485904,0.11330538,TOP3B,NS,0.278703414,0.945749468,protein_coding
928.3832821,0.767064073,0.088637236,5.40E-18,1.73E-17,TOP6BL,NS,0.767064073,16.76263649,protein_coding
3520.701844,0.924081537,0.071790777,4.73E-38,3.41E-37,TOPBP1,NS,0.924081537,36.46718232,protein_coding
1931.25745,-0.208066275,0.065326453,0.001487049,0.002107124,TOPORS,NS,-0.208066275,2.676309812,protein_coding
2516.162859,0.194732164,0.044494365,1.18E-05,1.95E-05,TOR1A,NS,0.194732164,4.709401767,protein_coding
5319.012038,-0.501159423,0.066646902,3.98E-14,1.06E-13,TOR1AIP1,NS,-0.501159423,12.97661342,protein_coding
5049.178329,0.756622396,0.063700213,1.48E-32,8.56E-32,TOR1AIP2,NS,0.756622396,31.06749285,protein_coding
1577.719356,0.140139925,0.047213682,0.002966251,0.004098523,TOR1B,NS,0.140139925,2.387372662,protein_coding
626.2538698,0.808050561,0.079330636,1.49E-24,6.30E-24,TOR2A,NS,0.808050561,23.20052725,protein_coding
3688.881023,1.294460384,0.066346578,4.37E-85,1.44E-83,TOR3A,Up,1.294460384,82.8401538,protein_coding
401.8458009,0.795004133,0.113933536,1.97E-12,4.78E-12,TOR4A,NS,0.795004133,11.32051556,protein_coding
369.1270515,1.146683138,0.154295878,4.44E-14,1.17E-13,TOX,Up,1.146683138,12.93050295,protein_coding
246.0075806,0.297230723,0.144566608,0.036632771,0.045599827,TOX2,NS,0.297230723,1.341036805,protein_coding
590.7137557,0.025096581,0.24900912,0.904880064,0.915005393,TOX3,NS,0.025096581,0.038576346,protein_coding
4376.289605,-0.265195594,0.047755874,2.84E-08,5.51E-08,TOX4,NS,-0.265195594,7.258584059,protein_coding
4823.009666,0.472805266,0.119303954,7.60E-05,0.000118977,TP53,NS,0.472805266,3.924536147,protein_coding
122.9997911,-2.688302546,0.241416013,9.03E-30,4.70E-29,TP53AIP1,Down,-2.688302546,28.32827343,protein_coding
2738.424909,-0.300827911,0.079345439,0.00016593,0.000253238,TP53BP1,NS,-0.300827911,3.596471458,protein_coding
4990.727976,1.499858207,0.091312204,3.90E-61,6.46E-60,TP53BP2,Up,1.499858207,59.19007041,protein_coding
6911.03414,0.319184951,0.09333784,0.000753532,0.001091904,TP53I11,NS,0.319184951,2.961815449,protein_coding
1513.423242,0.434766515,0.101234771,1.87E-05,3.06E-05,TP53I13,NS,0.434766515,4.514959497,protein_coding
823.5229523,0.536953433,0.096911857,3.33E-08,6.43E-08,TP53I3,NS,0.536953433,7.191496251,protein_coding
2995.84469,-0.158206734,0.090018235,0.067075078,0.081071869,TP53INP1,NS,-0.158206734,1.091129815,protein_coding
2337.375129,-0.049268127,0.097262206,0.571019313,0.603209764,TP53INP2,NS,-0.049268127,0.219531637,protein_coding
1519.111637,0.598617775,0.062409415,9.24E-22,3.49E-21,TP53RK,NS,0.598617775,20.45709662,protein_coding
6.148576671,-1.297718519,0.237860927,1.75E-08,3.43E-08,TP53TG3D,Down,-1.297718519,7.464841878,protein_coding
38.7760723,-0.295571182,0.104607728,0.004352695,0.005925559,TP53TG5,NS,-0.295571182,2.227270693,protein_coding
2935.659893,-2.590960917,0.237874179,1.49E-28,7.38E-28,TP63,Down,-2.590960917,27.13217504,protein_coding
276.1380579,0.262830049,0.200784341,0.182301051,0.208968999,TP73,NS,0.262830049,0.679918137,protein_coding
2412.287453,0.124006784,0.104233724,0.242152323,0.27259112,TPBG,NS,0.124006784,0.564488296,protein_coding
48.83983754,2.071553072,0.135364712,2.63E-37,1.83E-36,TPBGL,Up,2.071553072,35.73680246,protein_coding
3644.963141,-1.041652635,0.067680806,6.75E-54,8.62E-53,TPCN1,Down,-1.041652635,52.06451446,protein_coding
492.1335825,-0.214587687,0.064856648,0.000906768,0.001307145,TPCN2,NS,-0.214587687,2.883676098,protein_coding
7712.148702,1.585538321,0.131370319,3.21E-34,1.97E-33,TPD52,Up,1.585538321,32.70500546,protein_coding
3328.661209,0.535867984,0.118119471,5.00E-06,8.48E-06,TPD52L1,NS,0.535867984,5.071474121,protein_coding
8552.514231,0.572335912,0.058965004,3.51E-22,1.35E-21,TPD52L2,NS,0.572335912,20.86984944,protein_coding
85.64031218,1.010196139,0.162941404,2.76E-10,6.00E-10,TPGS1,Up,1.010196139,9.221556882,protein_coding
4856.640042,0.677230114,0.077220127,2.09E-18,6.81E-18,TPGS2,NS,0.677230114,17.16700745,protein_coding
56.11456504,-0.385036606,0.141300325,5.86E-12,1.39E-11,TPH1,NS,-0.385036606,10.85618662,protein_coding
26603.51733,1.612184604,0.095285438,1.69E-63,2.99E-62,TPI1,Up,1.612184604,61.52370511,protein_coding
277.8204599,-0.152347964,0.099863563,3.27E-07,5.97E-07,TPK1,NS,-0.152347964,6.224127305,protein_coding
18621.74151,-0.441872801,0.103480829,0.091088807,0.108284673,TPM1,NS,-0.441872801,0.965433011,protein_coding
11591.11146,-1.162869588,0.149747214,0.055268023,0.067488738,TPM2,NS,-1.162869588,1.170768691,protein_coding
23211.45891,0.987558752,0.059355389,9.56E-134,9.29E-132,TPM3,NS,0.987558752,131.0321602,protein_coding
39923.36698,0.579850543,0.06808259,1.32E-17,4.16E-17,TPM4,NS,0.579850543,16.38044786,protein_coding
1879.859165,0.952678626,0.067518028,4.41E-45,4.12E-44,TPMT,NS,0.952678626,43.38488482,protein_coding
237.5663558,-2.704647523,0.184245301,1.03E-49,1.14E-48,TPO,Down,-2.704647523,47.94395601,protein_coding
7534.090913,0.006755651,0.071107837,0.94106361,0.947874686,TPP1,NS,0.006755651,0.023249075,protein_coding
3638.994394,0.177052216,0.068149688,0.009583732,0.012648429,TPP2,NS,0.177052216,1.897963412,protein_coding
794.4276591,-2.250378797,0.155269577,2.09E-48,2.19E-47,TPPP,Down,-2.250378797,46.6588559,protein_coding
15.83045772,-0.415122791,0.20458588,0.036845648,0.045842943,TPPP2,NS,-0.415122791,1.338727513,protein_coding
1601.882144,-1.80265733,0.186176534,7.60E-23,3.01E-22,TPPP3,Down,-1.80265733,21.52193319,protein_coding
11257.97595,0.436787847,0.068131754,1.97E-10,4.33E-10,TPR,NS,0.436787847,9.363293536,protein_coding
2285.224057,0.672543075,0.06901079,3.72E-22,1.43E-21,TPRA1,NS,0.672543075,20.84551965,protein_coding
723.4105662,-2.215874455,0.162259963,2.87E-43,2.50E-42,TPRG1,Down,-2.215874455,41.6016512,protein_coding
4842.986978,-0.420371965,0.072791923,6.82E-09,1.37E-08,TPRG1L,NS,-0.420371965,7.863833253,protein_coding
1297.157872,0.727095633,0.074648708,2.80E-22,1.08E-21,TPRKB,NS,0.727095633,20.96727438,protein_coding
907.8292352,0.98313249,0.112321202,1.22E-18,4.03E-18,TPRN,NS,0.98313249,17.39470823,protein_coding
398.5949284,-0.940283835,0.213039008,5.40E-06,9.15E-06,TPSAB1,NS,-0.940283835,5.038783539,protein_coding
568.875976,-0.731702404,0.230511222,0.000904204,0.00130354,TPSB2,NS,-0.731702404,2.884875512,protein_coding
65.23763199,-0.008643767,0.303412394,0.059859306,0.072797146,TPSD1,NS,-0.008643767,1.137885647,protein_coding
20.43551135,-2.727259408,0.242434401,3.04E-30,1.61E-29,TPSG1,Down,-2.727259408,28.79403995,protein_coding
1051.064168,-0.201445535,0.097253955,0.037076698,0.046108428,TPST1,NS,-0.201445535,1.336219689,protein_coding
2214.666515,-0.564568209,0.096646283,2.51E-09,5.18E-09,TPST2,NS,-0.564568209,8.285707375,protein_coding
81332.1868,-0.480148337,0.091217701,4.62E-08,8.85E-08,TPT1,NS,-0.480148337,7.052916623,protein_coding
10.65534312,0.993723962,0.199534215,3.29E-07,6.01E-07,TPTE2,NS,0.993723962,6.220904752,protein_coding
5124.838873,4.591397158,0.121045027,0,0,TPX2,Up,4.591397158,285.5907376,protein_coding
4161.939659,0.064818957,0.048812064,0.180167328,0.20665932,TRA2A,NS,0.064818957,0.684745004,protein_coding
8436.878819,0.36714598,0.038626185,1.85E-21,6.87E-21,TRA2B,NS,0.36714598,20.16324971,protein_coding
1744.101371,1.507843256,0.097657611,4.34E-54,5.58E-53,TRABD,Up,1.507843256,52.25370785,protein_coding
220.2195819,0.132913633,0.166196977,0.41604544,0.450557614,TRABD2A,NS,0.132913633,0.346249667,protein_coding
568.6990386,-2.356425889,0.179242197,2.37E-40,1.87E-39,TRABD2B,Down,-2.356425889,38.72798503,protein_coding
963.2022276,0.462852112,0.095278196,1.46E-06,2.56E-06,TRADD,NS,0.462852112,5.591412161,protein_coding
943.9274531,1.045364941,0.103786822,3.81E-24,1.58E-23,TRAF1,Up,1.045364941,22.80096726,protein_coding
1403.651866,1.283671063,0.086977437,9.01E-50,1.00E-48,TRAF2,Up,1.283671063,47.9997075,protein_coding
2080.338704,0.227160311,0.063777076,0.000379344,0.000563095,TRAF3,NS,0.227160311,3.249418253,protein_coding
1485.342006,-0.265392809,0.050980435,1.84E-07,3.41E-07,TRAF3IP1,NS,-0.265392809,6.467429532,protein_coding
2779.434825,0.215875377,0.079789347,0.006816219,0.009114051,TRAF3IP2,NS,0.215875377,2.040288538,protein_coding
546.8222184,1.81515583,0.146633671,9.09E-36,5.95E-35,TRAF3IP3,Up,1.81515583,34.22538397,protein_coding
3983.194898,1.252925249,0.129702945,1.82E-22,7.09E-22,TRAF4,Up,1.252925249,21.14951117,protein_coding
1556.820421,0.228152393,0.088122287,0.009915511,0.013062369,TRAF5,NS,0.228152393,1.883978055,protein_coding
1565.926843,-0.325418621,0.067126865,1.41E-06,2.48E-06,TRAF6,NS,-0.325418621,5.605905274,protein_coding
5120.007298,0.903923885,0.064414421,6.84E-44,6.12E-43,TRAF7,NS,0.903923885,42.21305901,protein_coding
2845.473076,0.3006341,0.056812608,1.28E-07,2.39E-07,TRAFD1,NS,0.3006341,6.621936721,protein_coding
347.3708349,1.722615732,0.083598924,5.36E-95,2.33E-93,TRAIP,Up,1.722615732,92.63234916,protein_coding
4883.852527,-0.625737637,0.088831419,1.06E-12,2.61E-12,TRAK1,NS,-0.625737637,11.58352022,protein_coding
4014.122971,-0.753636383,0.082488919,1.04E-20,3.75E-20,TRAK2,NS,-0.753636383,19.42645829,protein_coding
15947.97897,0.564665548,0.071062785,1.79E-15,5.05E-15,TRAM1,NS,0.564665548,14.29680472,protein_coding
274.9800052,-0.031373076,0.109149449,0.748652869,0.771683223,TRAM1L1,NS,-0.031373076,0.112560941,protein_coding
3872.603659,-0.010295026,0.078138778,0.795307776,0.814904521,TRAM2,NS,-0.010295026,0.088893273,protein_coding
2023.698311,-0.141666023,0.094438268,0.11029821,0.129877884,TRANK1,NS,-0.141666023,0.886464795,protein_coding
2856.73611,0.610787979,0.079546206,1.81E-14,4.89E-14,TRAP1,NS,0.610787979,13.31066948,protein_coding
2427.39264,0.461564822,0.065193533,1.55E-12,3.78E-12,TRAPPC1,NS,0.461564822,11.42235195,protein_coding
1808.950888,0.118962056,0.080977827,0.168382372,0.193983555,TRAPPC10,NS,0.118962056,0.712235086,protein_coding
2679.666263,-0.388748123,0.054521779,1.62E-12,3.96E-12,TRAPPC11,NS,-0.388748123,11.40185173,protein_coding
2294.054373,0.166623324,0.059138734,0.005089625,0.006888797,TRAPPC12,NS,0.166623324,2.161856592,protein_coding
1002.806938,-0.295283321,0.051736421,1.06E-08,2.10E-08,TRAPPC13,NS,-0.295283321,7.67771349,protein_coding
614.7560017,0.822130174,0.074000846,7.75E-29,3.90E-28,TRAPPC14,NS,0.822130174,27.40948905,protein_coding
1069.579083,0.353166977,0.067480694,1.66E-07,3.09E-07,TRAPPC2,NS,0.353166977,6.510358707,protein_coding
218.7285755,0.008590617,0.074872964,0.909080658,0.918692656,TRAPPC2B,NS,0.008590617,0.036829755,protein_coding
1752.908667,0.277754767,0.075672773,0.000223032,0.000336936,TRAPPC2L,NS,0.277754767,3.472452352,protein_coding
3839.801054,0.564514281,0.057030858,3.47E-23,1.39E-22,TRAPPC3,NS,0.564514281,21.85637069,protein_coding
1754.854925,0.170350304,0.059817628,0.003742813,0.005126048,TRAPPC4,NS,0.170350304,2.290217336,protein_coding
45.72513996,0.271699186,0.112482288,0.014859532,0.01920579,TRAPPC5,NS,0.271699186,1.716567814,protein_coding
1091.348742,0.565183752,0.102424964,2.71E-08,5.27E-08,TRAPPC6A,NS,0.565183752,7.278438057,protein_coding
284.1502777,-0.44536174,0.083153693,7.94E-08,1.50E-07,TRAPPC6B,NS,-0.44536174,6.823736978,protein_coding
3176.913357,-0.225950292,0.068766558,0.000823157,0.001189574,TRAPPC8,NS,-0.225950292,2.924608485,protein_coding
2825.198448,0.723681532,0.073226589,7.03E-23,2.79E-22,TRAPPC9,NS,0.723681532,21.55503752,protein_coding
8470.545617,-6.117057825,0.310006227,1.06E-87,3.71E-86,TRARG1,Down,-6.117057825,85.4301099,protein_coding
83.84860478,1.367780282,0.183634328,3.26E-14,8.69E-14,TRAT1,Up,1.367780282,13.06113658,protein_coding
11.56941192,1.619529778,0.223982819,1.35E-13,3.49E-13,TRBV11-2,Up,1.619529778,12.45709187,protein_coding
581.4056815,0.201863209,0.080135775,0.011193835,0.014662189,TRDMT1,NS,0.201863209,1.833801183,protein_coding
267.1963833,-6.659554582,0.302976217,4.84E-60,7.64E-59,TRDN,Down,-6.659554582,58.11700303,protein_coding
20.53346394,-2.250996736,0.192867609,1.95E-32,1.12E-31,TREH,Down,-2.250996736,30.95069107,protein_coding
268.77352,1.768866524,0.187340472,8.16E-22,3.09E-21,TREM1,Up,1.768866524,20.51009352,protein_coding
775.3168625,0.250234009,0.15843016,0.113420346,0.133321117,TREM2,NS,0.250234009,0.875101056,protein_coding
26.69511682,0.055409166,0.143327559,0.695864953,0.722695567,TREML1,NS,0.055409166,0.141044609,protein_coding
35.58872113,1.611644458,0.216662225,2.63E-14,7.04E-14,TREML2,Up,1.611644458,13.15268577,protein_coding
894.1309262,-0.036956222,0.102792984,0.677877936,0.70559471,TRERF1,NS,-0.036956222,0.151444684,protein_coding
54.18961496,2.155493482,0.148290484,1.13E-48,1.20E-47,TREX2,Up,2.155493482,46.92151096,protein_coding
17.34116433,-2.127626222,0.280967798,5.12E-15,1.42E-14,TRH,Down,-2.127626222,13.84832152,protein_coding
215.3290545,-3.696687495,0.297024545,1.11E-36,7.54E-36,TRHDE,Down,-3.696687495,35.12264742,protein_coding
1588.634962,0.483732501,0.065067097,4.55E-14,1.20E-13,TRIAP1,NS,0.483732501,12.92022145,protein_coding
7793.394819,-0.455832134,0.113417864,4.26E-05,6.79E-05,TRIB1,NS,-0.455832134,4.168306451,protein_coding
4443.565929,0.664339122,0.109933286,1.71E-09,3.56E-09,TRIB2,NS,0.664339122,8.448330674,protein_coding
1656.862351,1.43772791,0.12385568,1.57E-31,8.77E-31,TRIB3,Up,1.43772791,30.0569941,protein_coding
2002.566701,-0.156967059,0.146878268,0.265814365,0.297208081,TRIL,NS,-0.156967059,0.526939386,protein_coding
1354.291255,1.394527318,0.076900727,8.51E-74,2.07E-72,TRIM11,Up,1.394527318,71.68324086,protein_coding
1631.369802,-0.121957966,0.068981612,0.065043388,0.078748447,TRIM13,NS,-0.121957966,1.103758004,protein_coding
3105.849837,0.851634727,0.103600713,1.59E-16,4.74E-16,TRIM14,NS,0.851634727,15.32466281,protein_coding
773.3226042,0.718384974,0.090088521,1.05E-15,3.00E-15,TRIM16,NS,0.718384974,14.52264269,protein_coding
173.65077,0.733140009,0.165251918,6.05E-06,1.02E-05,TRIM17,NS,0.733140009,4.991299585,protein_coding
4704.788459,0.253477796,0.12689141,0.050646916,0.062096463,TRIM2,NS,0.253477796,1.206933138,protein_coding
1353.332199,0.230872585,0.084313322,0.007914655,0.01052749,TRIM21,NS,0.230872585,1.977675173,protein_coding
4225.567913,-0.283058459,0.109606414,0.00913785,0.012083658,TRIM22,NS,-0.283058459,1.917801567,protein_coding
992.744993,-1.145809184,0.070943089,4.19E-59,6.38E-58,TRIM23,Down,-1.145809184,57.19506881,protein_coding
2831.690489,0.609521998,0.06123202,2.80E-23,1.13E-22,TRIM24,NS,0.609521998,21.94784573,protein_coding
3470.191998,0.025011071,0.068658783,0.721747695,0.746789747,TRIM25,NS,0.025011071,0.126801654,protein_coding
4853.960709,0.687285652,0.052704337,5.18E-40,4.03E-39,TRIM26,NS,0.687285652,38.39516187,protein_coding
4725.703513,0.773822723,0.047624485,1.75E-59,2.71E-58,TRIM27,NS,0.773822723,57.56693933,protein_coding
16356.0682,0.881000326,0.073234253,6.90E-33,4.05E-32,TRIM28,NS,0.881000326,31.39261178,protein_coding
9926.343569,-0.241669546,0.200050636,0.204107716,0.232383342,TRIM29,NS,-0.241669546,0.633795008,protein_coding
892.3904451,-0.315883143,0.08317949,0.000133856,0.000205764,TRIM3,NS,-0.315883143,3.686629889,protein_coding
25.27167355,-0.417539357,0.183638327,0.020192466,0.025771443,TRIM31,NS,-0.417539357,1.588861268,protein_coding
1287.455053,-0.226046813,0.059665958,0.000159918,0.000244331,TRIM32,NS,-0.226046813,3.612021192,protein_coding
4006.352914,0.437563232,0.065919771,0.025163316,0.031846988,TRIM33,NS,0.437563232,1.496931638,protein_coding
1242.586616,-0.3316147,0.058812975,1.57E-08,3.09E-08,TRIM35,NS,-0.3316147,7.510307743,protein_coding
337.4258609,-0.080173746,0.167087383,0.608889288,0.639996378,TRIM36,NS,-0.080173746,0.193822484,protein_coding
2205.322402,0.53210885,0.067507819,2.47E-15,6.93E-15,TRIM37,NS,0.53210885,14.15915667,protein_coding
2532.340405,0.294355321,0.069428477,2.39E-05,3.89E-05,TRIM38,NS,0.294355321,4.410552664,protein_coding
828.0429665,0.204274394,0.046063542,9.01E-06,1.50E-05,TRIM39,NS,0.204274394,4.822576839,protein_coding
2967.998824,-0.460067005,0.059249737,5.62E-15,1.55E-14,TRIM4,NS,-0.460067005,13.80893338,protein_coding
1406.81122,0.026383391,0.065436159,0.70728379,0.733241414,TRIM41,NS,0.026383391,0.134753014,protein_coding
8101.10503,0.108396314,0.073477803,0.152035699,0.17593798,TRIM44,NS,0.108396314,0.754640399,protein_coding
623.7485663,0.409341199,0.114141684,0.000341627,0.000508773,TRIM45,NS,0.409341199,3.293475871,protein_coding
273.9370003,1.782961697,0.144292668,9.14E-36,5.98E-35,TRIM46,Up,1.782961697,34.22351307,protein_coding
3214.682175,1.479176575,0.110263167,1.61E-41,1.32E-40,TRIM47,Up,1.479176575,39.87980307,protein_coding
1199.281491,-0.253495455,0.080578169,0.001461354,0.002072402,TRIM5,NS,-0.253495455,2.683526034,protein_coding
14.4166304,-0.836943897,0.214013097,5.42E-05,8.58E-05,TRIM50,NS,-0.836943897,4.066721935,protein_coding
521.2910906,-0.640143234,0.073328319,1.89E-18,6.20E-18,TRIM52,NS,-0.640143234,17.20774177,protein_coding
11.60847086,-3.769167169,0.219252935,0.274334462,0.306225971,TRIM54,NS,-3.769167169,0.513957979,protein_coding
53.73768611,-0.733858252,0.278729091,0.019118841,0.024452016,TRIM55,NS,-0.733858252,1.611685321,protein_coding
5592.168209,-0.64158464,0.055950134,1.15E-30,6.19E-30,TRIM56,NS,-0.64158464,29.20819634,protein_coding
220.8775157,0.428366097,0.224084013,0.049519509,0.060769259,TRIM58,NS,0.428366097,1.216316062,protein_coding
640.9594532,2.520708679,0.100132312,9.32E-141,9.97E-139,TRIM59,Up,2.520708679,138.001219,protein_coding
328.1807894,-0.724769235,0.130500847,1.74E-08,3.41E-08,TRIM6,NS,-0.724769235,7.467172043,protein_coding
41.78282801,-0.931811722,0.149395945,2.36E-10,5.15E-10,TRIM61,NS,-0.931811722,9.288335872,protein_coding
539.641555,0.240233063,0.078145171,0.002080179,0.002908099,TRIM62,NS,0.240233063,2.536390833,protein_coding
15.4582437,-4.156261661,0.21921404,9.76E-09,1.94E-08,TRIM63,Down,-4.156261661,7.711436462,protein_coding
2103.95152,1.341906175,0.080046466,2.36E-63,4.18E-62,TRIM65,Up,1.341906175,61.37866372,protein_coding
922.7410191,-1.201413104,0.08258921,2.46E-48,2.59E-47,TRIM66,Down,-1.201413104,46.58726409,protein_coding
21.67100537,1.169406475,0.221995531,0.006402707,0.008587543,TRIM67,Up,1.169406475,2.066131082,protein_coding
846.2676102,-0.814976357,0.106630247,1.35E-14,3.68E-14,TRIM68,NS,-0.814976357,13.43473112,protein_coding
2455.546767,0.452053463,0.093213095,1.31E-06,2.31E-06,TRIM69,NS,0.452053463,5.637114293,protein_coding
63.61905421,-1.236899126,0.153697401,0.0724255,0.087155261,TRIM7,NS,-1.236899126,1.059706394,protein_coding
14.42124835,3.297639372,0.282818367,3.22E-14,8.59E-14,TRIM71,Up,3.297639372,13.06610573,protein_coding
14.45678992,-3.716041369,0.184040491,0.020897772,0.026643925,TRIM72,Down,-3.716041369,1.574401792,protein_coding
6.40660971,-0.409762581,0.162071209,0.010071187,0.013254904,TRIM73,NS,-0.409762581,1.877623411,protein_coding
5.250030972,-0.53632317,0.180193178,0.002365267,0.003291664,TRIM74,NS,-0.53632317,2.482584563,protein_coding
6115.516253,-0.664995651,0.073112862,4.60E-20,1.61E-19,TRIM8,NS,-0.664995651,18.79205373,protein_coding
263.4085822,-0.558146491,0.182929236,0.001735699,0.002442216,TRIM9,NS,-0.558146491,2.612215979,protein_coding
14.65417998,4.988192411,0.315504735,6.36E-39,4.73E-38,TRIML2,Up,4.988192411,37.32508243,protein_coding
6952.327956,-0.312546485,0.082708376,8.63E-05,0.000134472,TRIO,NS,-0.312546485,3.87136908,protein_coding
5174.29615,-0.364269202,0.073163877,5.28E-07,9.52E-07,TRIOBP,NS,-0.364269202,6.021252633,protein_coding
2998.629949,-0.116354253,0.099819385,0.230519924,0.26028253,TRIP10,NS,-0.116354253,0.58455498,protein_coding
3747.756748,-0.397696502,0.070508831,1.42E-08,2.79E-08,TRIP11,NS,-0.397696502,7.553892951,protein_coding
13035.01479,-0.10288812,0.061725161,0.070718956,0.085219546,TRIP12,NS,-0.10288812,1.069460782,protein_coding
1357.683843,3.550995198,0.1103251,1.30E-228,6.16E-226,TRIP13,Up,3.550995198,225.2101887,protein_coding
1619.365007,0.067931733,0.046111478,0.140443628,0.163183832,TRIP4,NS,0.067931733,0.787322873,protein_coding
4396.633039,0.613074009,0.099425703,6.98E-10,1.48E-09,TRIP6,NS,0.613074009,8.828618025,protein_coding
1675.087622,-0.186618141,0.094832785,0.046118731,0.056761306,TRIQK,NS,-0.186618141,1.245947623,protein_coding
5490.316826,0.763993848,0.080310108,1.43E-21,5.35E-21,TRIR,NS,0.763993848,20.27160903,protein_coding
1500.443575,0.807228946,0.064896516,7.47E-36,4.91E-35,TRIT1,NS,0.807228946,34.30910381,protein_coding
